1.002717018127441406e-02,8.500000000000000000e+02,8.500000000000000000e+02,8.499999997926357764e+02,8.499999997926357764e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.932572973237158312e-07
2.353208065032958984e-01,8.500000000000000000e+02,8.500000000000000000e+02,8.499997473492300060e+02,8.499997473492300060e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.573021454695681832e-04
2.453453540802001953e-01,8.490387167478044148e+02,8.505319701845489817e+02,8.499997172987441445e+02,8.499997172987441445e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.098551406787156681e+00
2.553522586822509766e-01,7.846593898889308321e+02,7.821260887734965763e+02,8.499996849187750740e+02,8.499996849187750740e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.421347678691967076e+01
2.663421630859375000e-01,7.754446343918718867e+02,7.735192530103975059e+02,8.499996464838363863e+02,8.499996464838363863e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.068068369248195921e+02
2.763669490814208984e-01,7.648084836406842442e+02,7.642634571764708653e+02,8.499996086773099933e+02,8.499996086773099933e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.208644507668853123e+02
2.863745689392089844e-01,7.543847010806814524e+02,7.528951882542990006e+02,8.499995682021369703e+02,8.499995682021369703e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.362771566320184036e+02
2.963798046112060547e-01,7.447212167573443367e+02,7.419875441257038347e+02,8.499995248887121306e+02,8.499995248887121306e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.508313964377168475e+02
3.073716163635253906e-01,7.348219397903330901e+02,7.300184854589836050e+02,8.499994738787301003e+02,8.499994738787301003e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.663168720871794051e+02
3.173947334289550781e-01,7.252072699068650081e+02,7.177506422880321679e+02,8.499994241046565548e+02,8.499994241046565548e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.818318510088551534e+02
3.283863067626953125e-01,7.134930559350435715e+02,7.029080632065952159e+02,8.499993657931747748e+02,8.499993657931747748e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.006734260625976276e+02
3.384096622467041016e-01,7.030249820119710193e+02,6.892921221655622048e+02,8.499993090798717503e+02,8.499993090798717503e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.177802854782156032e+02
3.492429256439208984e-01,6.917351953386954619e+02,6.727521369696673901e+02,8.499992438331862559e+02,8.499992438331862559e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.376216445051969686e+02
3.594624996185302734e-01,6.813123172397090457e+02,6.566265255138400789e+02,8.499991783734351429e+02,8.499991783734351429e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.566091190762838892e+02
3.697683811187744141e-01,6.695883039983203844e+02,6.383400864761169942e+02,8.499991083687891660e+02,8.499991083687891660e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.781143647533550620e+02
3.799538612365722656e-01,6.598649886651537599e+02,6.204448773825224634e+02,8.499990350969508199e+02,8.499990350969508199e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.980705737514346083e+02
