0.000000000000000000e+00,4.702090710153250530e-01,4.387955626983850443e-01,4.700488429958496472e-01,4.388385254988846906e-01
1.399731636047363281e-02,4.700810700406699016e-01,4.388122519989221537e-01,4.700439308057742793e-01,4.388374423224954968e-01
2.504754066467285156e-02,4.701666921128897503e-01,4.414186439056604350e-01,4.700374652660533337e-01,4.388360212719093489e-01
3.307771682739257812e-02,4.706663578500418499e-01,4.505619964142053568e-01,4.700301594443770381e-01,4.388344408634707317e-01
4.561734199523925781e-02,4.724564045419363811e-01,4.628634414215295756e-01,4.700223588743622227e-01,4.388328113879171322e-01
5.362296104431152344e-02,4.749050229539542034e-01,4.731183013458459818e-01,4.700142378025859990e-01,4.388311968525634987e-01
6.607079505920410156e-02,4.782660990705160931e-01,4.814438781280725443e-01,4.700058943956574864e-01,4.388296295214392795e-01
7.371544837951660156e-02,4.819189697255759075e-01,4.844989738006799662e-01,4.699973961167021042e-01,4.388281201821283561e-01
8.651256561279296875e-02,4.852718204011587932e-01,4.844446143646448100e-01,4.699887993618482862e-01,4.388266638057270463e-01
9.852409362792968750e-02,4.881445258607535198e-01,4.825868567962854350e-01,4.699801471339802861e-01,4.388252494860785391e-01
1.065475940704345703e-01,4.900322645654349163e-01,4.790921172638147318e-01,4.699714726210491023e-01,4.388238632610347856e-01
1.155362129211425781e-01,4.908655374993948772e-01,4.755954703827112162e-01,4.699628001093986707e-01,4.388224902663204752e-01
1.275446414947509766e-01,4.900611132135062054e-01,4.721689185638635600e-01,4.699541458769891378e-01,4.388211155219933213e-01
1.395614147186279297e-01,4.884746759881644085e-01,4.718913993377893412e-01,4.699455138386963715e-01,4.388197287058553941e-01
1.485593318939208984e-01,4.865871757020621136e-01,4.722552260894983256e-01,4.699368981651935173e-01,4.388183262842508259e-01
1.595673561096191406e-01,4.846698730935721233e-01,4.727597198028772318e-01,4.699282943546583269e-01,4.388169065100283039e-01
1.685736179351806641e-01,4.834261327733664348e-01,4.732089004059045756e-01,4.699196989223264342e-01,4.388154703268836720e-01
1.805820465087890625e-01,4.826235562314658001e-01,4.732494315643518412e-01,4.699111096004949251e-01,4.388140206600433246e-01
1.885876655578613281e-01,4.826856642713217571e-01,4.733581504364221537e-01,4.699025241667707520e-01,4.388125621407347188e-01
1.986680030822753906e-01,4.831640511502890423e-01,4.734182319183557475e-01,4.698939395577097500e-01,4.388111006789692237e-01
2.087516784667968750e-01,4.842747539033560589e-01,4.732818564911096537e-01,4.698853532704200253e-01,4.388096418875614968e-01
2.188827991485595703e-01,4.852275937547354534e-01,4.733457526703088725e-01,4.698767633058224535e-01,4.388081899857300683e-01
2.298676967620849609e-01,4.862164348115591839e-01,4.733171424408166850e-01,4.698681685316620782e-01,4.388067469828422773e-01
2.390198707580566406e-01,4.864878147592215374e-01,4.734291991729944193e-01,4.698595692221434472e-01,4.388053121431308434e-01
2.502317428588867188e-01,4.863891094674734905e-01,4.733233413238733256e-01,4.698509672813886984e-01,4.388038820392289874e-01
2.584102153778076172e-01,4.860221236695914104e-01,4.732546767730920756e-01,4.698423650739050328e-01,4.388024529244831662e-01
2.708406448364257812e-01,4.854848474015860393e-01,4.732646903534143412e-01,4.698337641773564499e-01,4.388010218024384068e-01
2.789580821990966797e-01,4.850333422174124554e-01,4.733447989959924662e-01,4.698251651665791284e-01,4.387995870689745948e-01
2.913596630096435547e-01,4.848910659303335979e-01,4.733877143402307475e-01,4.698165676899387910e-01,4.387981489985311456e-01
2.994556427001953125e-01,4.850152820100455120e-01,4.733738860626428568e-01,4.698079709674079507e-01,4.387967091745147430e-01
3.116524219512939453e-01,4.851436108102469280e-01,4.733838996429651225e-01,4.697993742833788677e-01,4.387952691144341166e-01
3.199539184570312500e-01,4.854957550515799358e-01,4.732751807708948100e-01,4.697907771723665582e-01,4.387938301073484593e-01
3.316679000854492188e-01,4.856327861299185589e-01,4.733490905304162943e-01,4.697821792195678858e-01,4.387923929305421744e-01
3.404443264007568359e-01,4.856674760331778362e-01,4.733848533172815287e-01,4.697735803060641424e-01,4.387909573129604168e-01
3.524534702301025391e-01,4.855528563012747600e-01,4.733333549041955912e-01,4.697649810457475983e-01,4.387895222726993505e-01
3.604586124420166016e-01,4.854039042939810589e-01,4.733595809478967631e-01,4.697563820477250740e-01,4.387880867878716784e-01
3.734683990478515625e-01,4.851406305780081585e-01,4.733056983490198100e-01,4.697477838504668934e-01,4.387866499195480774e-01
3.814740180969238281e-01,4.852615087976126507e-01,4.733476600189416850e-01,4.697391863063471451e-01,4.387852119284447183e-01
3.934824466705322266e-01,4.852639525880484417e-01,4.733467063446252787e-01,4.697305888227468196e-01,4.387837737373300739e-01
4.014883041381835938e-01,4.853270143022208050e-01,4.733076056976526225e-01,4.697219913761636056e-01,4.387823355684903337e-01
4.134964942932128906e-01,4.853527039041189983e-01,4.734044036407678568e-01,4.697133936768230766e-01,4.387808977247402709e-01
4.225032329559326172e-01,4.853556841363577679e-01,4.733519515533655131e-01,4.697047956935267998e-01,4.387794601844836606e-01
