1.002836227416992188e-02,3.144999999999999463e-01,3.145000000000000018e-01,3.144964227829377679e-01,3.144964227829377679e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.367283482414604658e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.394112974405288696e-03,-1.324087660759687424e-02,2.952096656956944898e+00,7.783866087542932188e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.321670055389404297e-01,3.144999999999999463e-01,3.145000000000000018e-01,3.126229589478353721e-01,3.126229589478353721e-01,0.000000000000000000e+00,-1.593017578125000087e-03,7.174424089465623489e+00,6.860603984807886989e-03,-2.508214916531434444e-03,5.909051902007562626e-04,-2.160330512589532688e-04,-2.248019218444824219e+00,-1.103930950164794922e+00,2.503548220792088941e+00,5.276079336749475157e-01,2.954965715623675937e+00,5.755375508533604467e-01
2.441751956939697266e-01,3.144999999999999463e-01,3.145000000000000018e-01,3.124284235398833709e-01,3.124284235398833709e-01,0.000000000000000000e+00,-1.593017578125000087e-03,7.917977095647871444e+00,6.743255314009303017e-03,-2.174521946948709556e-03,1.660818742283599273e-03,-5.821441720945511088e-04,-2.411153793334960938e+00,-6.344039440155029297e-01,2.457133309045110181e+00,5.219903151141565001e-01,2.955022532604253627e+00,5.756453248674884282e-01
2.641894817352294922e-01,2.924427047518955991e-01,2.941983881701824011e-01,3.120845558339785386e-01,3.120845558339785386e-01,0.000000000000000000e+00,-1.593017578125000087e-03,7.179821714775653163e+01,6.813231049120282816e-03,-1.981413992456005843e-03,2.542348318492225045e-03,-8.398153764344439953e-04,-1.164924263954162598e+00,1.486282110214233398e+00,2.437919632592473462e+00,5.492940107928674376e-01,2.955099172290065912e+00,5.757002765322222215e-01
2.842879295349121094e-01,2.882055345377242395e-01,2.907019117639743078e-01,3.117151004891703936e-01,3.117151004891703936e-01,0.000000000000000000e+00,-1.593017578125000087e-03,8.522105452642163925e+01,6.947871189566010020e-03,-2.055151729695692611e-03,3.289648864287553036e-03,-1.042818655649936080e-03,1.311827659606933594e+00,1.129944086074829102e+00,2.466842488446507886e+00,5.727801481830041563e-01,2.955183781823821132e+00,5.756504490215041958e-01
3.026385307312011719e-01,2.818934145966795479e-01,2.844542171119932572e-01,3.113572194226591483e-01,3.113572194226591483e-01,0.000000000000000000e+00,-1.593017578125000087e-03,1.078336830518157541e+02,7.112207408163037821e-03,-2.421466548176665241e-03,3.933970013289329881e-03,-1.248754323405646804e-03,3.419848918914794922e+00,1.119076609611511230e+00,2.535253898301396802e+00,5.962128798114221251e-01,2.955273097029310847e+00,5.754828102273880086e-01
3.242073059082031250e-01,2.756727894249420552e-01,2.770181834908679863e-01,3.109122501034369823e-01,3.109122501034369823e-01,0.000000000000000000e+00,-1.593017578125000087e-03,1.321460593862369706e+02,7.175431575946620601e-03,-2.923662651685049289e-03,4.486899965510974912e-03,-1.494020449864184733e-03,4.319458961486816406e+00,9.198165535926818848e-01,2.620863036313329175e+00,6.109762350665490782e-01,2.955352742783200259e+00,5.752570499218380151e-01
3.435308933258056641e-01,2.705363608879895465e-01,2.696697904324186212e-01,3.104919947436000638e-01,3.104919947436000638e-01,0.000000000000000000e+00,-1.593017578125000087e-03,1.543833616811399168e+02,7.116523836000562646e-03,-3.407787376682476239e-03,4.944953758286673232e-03,-1.781988945269591309e-03,4.047447204589843750e+00,-2.890631183981895447e-02,2.699672416844640210e+00,6.110630194293420470e-01,2.955419328995956718e+00,5.750333678647330249e-01
3.638305664062500000e-01,2.648609472321789005e-01,2.614084660472299482e-01,3.100293098826384375e-01,3.100293098826384375e-01,0.000000000000000000e+00,-1.593017578125000087e-03,1.793618963020682315e+02,6.997203256515109951e-03,-3.755374154961079250e-03,5.308752181198524850e-03,-2.091987350471780516e-03,2.607735872268676758e+00,-4.124508202075958252e-01,2.748380021252904370e+00,6.050505797015588438e-01,2.955478535335462009e+00,5.748593457911842508e-01
3.839442729949951172e-01,2.611685847160138407e-01,2.549558496548718911e-01,3.095502485828040551e-01,3.095502485828040551e-01,0.000000000000000000e+00,-1.593017578125000087e-03,1.971553319829336317e+02,6.913766590334712546e-03,-3.918092841983042939e-03,5.592419020564226052e-03,-2.392538018231978470e-03,8.546822071075439453e-01,-1.807463467121124268e-01,2.764923409619603589e+00,6.026563803302209532e-01,2.955540551044209430e+00,5.747557204018857169e-01
