1.000881195068359375e-02,8.467652257994374168e+02,8.512803938839304010e+02,8.499999997611313347e+02,8.499999997611313347e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499999997611313347e+02,8.499999997611313347e+02,3.478961295121197228e+00
2.292077541351318359e-01,8.468099128845432233e+02,8.512657101455386055e+02,8.499988916940985746e+02,8.499988916940985746e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499988916940985746e+02,8.499988916940985746e+02,3.431386722114250887e+00
2.392313480377197266e-01,8.467738758210066408e+02,8.512796654777835101e+02,8.499987182287920859e+02,8.499987182287920859e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499987182287920859e+02,8.499987182287920859e+02,3.469932911419199684e+00
2.582440376281738281e-01,8.467874878838799759e+02,8.512341525564761469e+02,8.499983348092285951e+02,8.499983348092285951e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499983348092285951e+02,8.499983348092285951e+02,3.440462684354052669e+00
2.782599925994873047e-01,8.468389717306922648e+02,8.512781515014569322e+02,8.499978452421253223e+02,8.499978452421253223e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499978452421253223e+02,8.499978452421253223e+02,3.408469741528757702e+00
2.983660697937011719e-01,8.468236410720022604e+02,8.512517768936497760e+02,8.499972529738242883e+02,8.499972529738242883e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499972529738242883e+02,8.499972529738242883e+02,3.412571284061438615e+00
3.184792995452880859e-01,8.467541348697802732e+02,8.513476271685201482e+02,8.499965469417247732e+02,8.499965469417247732e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499965469417247732e+02,8.499965469417247732e+02,3.512642000478965354e+00
3.384816646575927734e-01,8.467755884581406463e+02,8.512684223550108982e+02,8.499957187445965019e+02,8.499957187445965019e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499957187445965019e+02,8.499957187445965019e+02,3.462515493353366836e+00
3.582279682159423828e-01,8.467642821799649937e+02,8.512918242177959200e+02,8.499947640688491219e+02,8.499947640688491219e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499947640688491219e+02,8.499947640688491219e+02,3.481146113623249772e+00
3.782868385314941406e-01,8.467258266633452877e+02,8.513105862324689497e+02,8.499936400931609342e+02,8.499936400931609342e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499936400931609342e+02,8.499936400931609342e+02,3.523201916711812043e+00
3.983538150787353516e-01,8.467350978550628042e+02,8.513099286600595406e+02,8.499923445447734593e+02,8.499923445447734593e+02,5.892098908684365930e-06,-6.133674963940425294e-03,8.499923445447734593e+02,8.499923445447734593e+02,3.513642539941311149e+00
