1.000952720642089844e-02,8.499220485159164582e+02,8.500685226724344830e+02,8.499999997922607236e+02,8.499999997922607236e+02,-1.210513127005006552e-02,-2.050621846658220657e-02,8.499999997922607236e+02,8.499999997922607236e+02,1.037872178594619194e-01
2.302134037017822266e-01,8.498468680733355995e+02,8.500359360765019119e+02,8.499997412631473708e+02,8.499997412631473708e+02,-1.210513127005006552e-02,-2.050621846658220657e-02,8.499997412631473708e+02,8.499997412631473708e+02,1.570995756741433713e-01
2.402200698852539062e-01,8.499496797586582488e+02,8.500117005055678874e+02,8.499997092928022084e+02,8.499997092928022084e+02,-1.210513127005006552e-02,-2.050621846658220657e-02,8.499997092928022084e+02,8.499997092928022084e+02,5.144651076850014632e-02
2.572326660156250000e-01,8.499021804729381984e+02,8.500750485273522372e+02,8.499996487642008560e+02,8.499996487642008560e+02,-1.210513127005006552e-02,-2.050621846658220657e-02,8.499996487642008560e+02,8.499996487642008560e+02,1.232282114004201873e-01
2.782473564147949219e-01,8.498367037394068575e+02,8.501025904240182172e+02,8.499995624129180669e+02,8.499995624129180669e+02,-1.210513127005006552e-02,-2.050621846658220657e-02,8.499995624129180669e+02,8.499995624129180669e+02,1.927114905995057359e-01
2.966525554656982422e-01,8.497438455519688887e+02,8.501334769588520430e+02,8.499994753290592371e+02,8.499994753290592371e+02,-1.210513127005006552e-02,-2.050621846658220657e-02,8.499994753290592371e+02,8.499994753290592371e+02,2.886226251048060742e-01
3.177480697631835938e-01,8.496809429519648802e+02,8.502496260461487054e+02,8.499993611560407771e+02,8.499993611560407771e+02,-1.210513127005006552e-02,-2.050621846658220657e-02,8.499993611560407771e+02,8.499993611560407771e+02,4.049971208634117747e-01
3.378345966339111328e-01,8.493320915429119395e+02,8.504548829472250873e+02,8.499992369638775926e+02,8.499992369638775926e+02,-1.210513127005006552e-02,-2.050621846658220657e-02,8.499992369638775926e+02,8.499992369638775926e+02,8.078962030212444301e-01
3.569948673248291016e-01,8.490719790409780217e+02,8.507033089015767473e+02,8.499991032551706667e+02,8.499991032551706667e+02,-1.210513127005006552e-02,-1.231003583581914175e-02,8.499991032551706667e+02,8.499991032551706667e+02,1.164244347623184961e+00
3.780858516693115234e-01,8.488994442845807953e+02,8.509251459906768105e+02,8.499989374911101550e+02,8.499989374911101550e+02,-1.210513127005006552e-02,-1.231003583581914175e-02,8.499989374911101550e+02,8.499989374911101550e+02,1.437618689317069265e+00
3.986601829528808594e-01,8.484801401933332272e+02,8.512369060074452136e+02,8.499987555748377872e+02,8.499987555748377872e+02,-8.070087513366710347e-03,-1.231003583581914175e-02,8.499987555748377872e+02,8.499987555748377872e+02,1.959389999644837843e+00
4.170660972595214844e-01,8.482470908636644253e+02,8.515328039866092240e+02,8.499985746746938275e+02,8.499985746746938275e+02,-8.070087513366710347e-03,-1.231003583581914175e-02,8.499985746746938275e+02,8.499985746746938275e+02,2.328423312423767655e+00
4.377551078796386719e-01,8.479274675857620878e+02,8.518286613035204482e+02,8.499983494306762850e+02,8.499983494306762850e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499983494306762850e+02,8.499983494306762850e+02,2.763800493427399640e+00
4.582679271697998047e-01,8.477065116136443521e+02,8.521232541822796520e+02,8.499981016682399968e+02,8.499981016682399968e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499981016682399968e+02,8.499981016682399968e+02,3.125325292869645555e+00
4.783589839935302734e-01,8.473086007222213993e+02,8.524788602227179126e+02,8.499978338281168817e+02,8.499978338281168817e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499978338281168817e+02,8.499978338281168817e+02,3.658888720438386422e+00
4.974606037139892578e-01,8.469916024610679415e+02,8.527616256283754410e+02,8.499975546171623364e+02,8.499975546171623364e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499975546171623364e+02,8.499975546171623364e+02,4.083605872235612111e+00
5.183839797973632812e-01,8.465768611426639154e+02,8.531105270612772529e+02,8.499972196072590123e+02,8.499972196072590123e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499972196072590123e+02,8.499972196072590123e+02,4.625098412960838345e+00
5.368878841400146484e-01,8.462647768702101985e+02,8.534967196704860726e+02,8.499968964458137179e+02,8.499968964458137179e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499968964458137179e+02,8.499968964458137179e+02,5.116393175915919578e+00
5.580637454986572266e-01,8.458577789525794515e+02,8.537959451836911740e+02,8.499964938367204468e+02,8.499964938367204468e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499964938367204468e+02,8.499964938367204468e+02,5.618255194471668545e+00
5.784924030303955078e-01,8.453254843851891565e+02,8.541746183081741037e+02,8.499960704040447581e+02,8.499960704040447581e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499960704040447581e+02,8.499960704040447581e+02,6.266947929146464702e+00
5.965328216552734375e-01,8.449972142759355620e+02,8.544839209367273725e+02,8.499956663158563970e+02,8.499956663158563970e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499956663158563970e+02,8.499956663158563970e+02,6.717808596347355277e+00
6.170527935028076172e-01,8.444983662908356337e+02,8.548206619484371913e+02,8.499951705060597078e+02,8.499951705060597078e+02,-1.210513127005006552e-02,-8.211944520437610209e-03,8.499951705060597078e+02,8.499951705060597078e+02,7.314384747944523646e+00
6.381516456604003906e-01,8.441405216890800602e+02,8.551012085153897715e+02,8.499946184863437111e+02,8.499946184863437111e+02,-2.017521878341677760e-02,-8.211944520437610209e-03,8.499946184863437111e+02,8.499946184863437111e+02,7.768378919471241595e+00
