1.002764701843261719e-02,8.418238127706692921e+02,8.563540439345140385e+02,8.499999996114690930e+02,8.499999996114690930e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.035489789978093178e+01
2.296230792999267578e-01,8.395857949970765048e+02,8.580392560196592058e+02,8.499893008567901234e+02,8.499893008567901234e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.315426593532676769e+01
2.396304607391357422e-01,8.393580707078649539e+02,8.581763948033590168e+02,8.499874145262843967e+02,8.499874145262843967e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.341798598853377733e+01
2.576270103454589844e-01,8.391064641538226851e+02,8.584412349245606038e+02,8.499834083719676983e+02,8.499834083719676983e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.377834335173803915e+01
2.776412963867187500e-01,8.388550246704419351e+02,8.586251352557767405e+02,8.499779058716319469e+02,8.499779058716319469e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.408875658948664267e+01
2.977926731109619141e-01,8.386139133873657556e+02,8.587999062724729811e+02,8.499710862788897430e+02,8.499710862788897430e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.438518121425873630e+01
3.171992301940917969e-01,8.384216471701149658e+02,8.589858067507625492e+02,8.499631336333980016e+02,8.499631336333980016e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.464972832393005397e+01
3.371565341949462891e-01,8.382355153303053612e+02,8.591044219699974747e+02,8.499533507669796109e+02,8.499533507669796109e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.486774264922828159e+01
3.576698303222656250e-01,8.379530019809808437e+02,8.593136680994962262e+02,8.499413884172342932e+02,8.499413884172342932e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.521712968294236212e+01
3.775124549865722656e-01,8.377441336466929442e+02,8.595364312139354297e+02,8.499277604417923158e+02,8.499277604417923158e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.551667863589694640e+01
3.972549438476562500e-01,8.374326904526033104e+02,8.597259886667759474e+02,8.499119708629386878e+02,8.499119708629386878e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.587600028388180107e+01
4.179687500000000000e-01,8.372605040294706669e+02,8.599022406971428154e+02,8.498927600548967121e+02,8.498927600548967121e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.611718322224488631e+01
4.380738735198974609e-01,8.370184311897659200e+02,8.601003886274497745e+02,8.498712629773598337e+02,8.498712629773598337e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.642651200119832211e+01
4.581348896026611328e-01,8.368136318848637529e+02,8.603376960168766345e+02,8.498467439900425688e+02,8.498467439900425688e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.673087222996734269e+01
4.776313304901123047e-01,8.366116570513606803e+02,8.604679757396561399e+02,8.498197127340038151e+02,8.498197127340038151e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.696579617799723039e+01
4.986448287963867188e-01,8.364834072287925437e+02,8.606396350594925480e+02,8.497867338514874973e+02,8.497867338514874973e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.716869138463446731e+01
5.174138545989990234e-01,8.363729831696375641e+02,8.608166199658267033e+02,8.497536287070179242e+02,8.497536287070179242e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.736178131959668391e+01
5.381274223327636719e-01,8.361455620524965298e+02,8.610109208812925772e+02,8.497127756496751090e+02,8.497127756496751090e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.765551954676462643e+01
5.582227706909179688e-01,8.359989930434444432e+02,8.612131877475189867e+02,8.496684820850969118e+02,8.496684820850969118e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.789232124381342715e+01
5.781219005584716797e-01,8.358319855839965840e+02,8.614337228570432217e+02,8.496197606902247799e+02,8.496197606902247799e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.815688421670809305e+01
5.973386764526367188e-01,8.356995599840035993e+02,8.616256659002101514e+02,8.495677969432690588e+02,8.495677969432690588e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.837716518239687957e+01
6.181266307830810547e-01,8.354846628032626086e+02,8.618719946386413540e+02,8.495057758290558922e+02,8.495057758290558922e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.869531968511411435e+01
6.378929615020751953e-01,8.352847000288317076e+02,8.620338084269760657e+02,8.494408327779349293e+02,8.494408327779349293e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.894674457809509249e+01
6.585817337036132812e-01,8.350919625740071979e+02,8.622230181989805260e+02,8.493662163382290373e+02,8.493662163382290373e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.921071770163791470e+01
6.777791976928710938e-01,8.350294311613901073e+02,8.624133024536972698e+02,8.492905251898364440e+02,8.492905251898364440e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.938004349853452624e+01
6.984438896179199219e-01,8.349627745441723619e+02,8.625710781094892354e+02,8.492016838002004988e+02,8.492016838002004988e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.953169836441894702e+01
7.181849479675292969e-01,8.347495954445861344e+02,8.627834678094368428e+02,8.491092663536758209e+02,8.491092663536758209e+02,1.181372508276877324e-05,-6.154950768122531037e-03,1.982886618216214103e+01
7.382512092590332031e-01,8.344844794504293759e+02,8.629210237253496416e+02,8.490073355578238079e+02,8.490073355578238079e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.011228649207324892e+01
7.573564052581787109e-01,8.343815955486478515e+02,8.631105949020959542e+02,8.489023938765958519e+02,8.489023938765958519e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.031567277896451174e+01
7.778813838958740234e-01,8.343340083594525822e+02,8.633440356346695808e+02,8.487806158699781918e+02,8.487806158699781918e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.051335330475684771e+01
7.981076240539550781e-01,8.341805373223126026e+02,8.635412004206989423e+02,8.486509739156521164e+02,8.486509739156521164e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.076324590649203472e+01
8.183815479278564453e-01,8.339559903302797466e+02,8.637299091151890025e+02,8.485109287948819201e+02,8.485109287948819201e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.105857534825777577e+01
8.378813266754150391e-01,8.337755982419627117e+02,8.638639143475861601e+02,8.483662197724436282e+02,8.483662197724436282e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.128531826847170905e+01
8.568766117095947266e-01,8.336472839388238754e+02,8.640901492645668895e+02,8.482153681689305813e+02,8.482153681689305813e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.154617722404268321e+01
8.770039081573486328e-01,8.336253451550416003e+02,8.642575998901754701e+02,8.480443886481652953e+02,8.480443886481652953e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.169739694144525188e+01
8.979980945587158203e-01,8.335440137680565158e+02,8.643970210757152017e+02,8.478532686816349724e+02,8.478532686816349724e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.187351182271389405e+01
9.185237884521484375e-01,8.334770719147688851e+02,8.644664840117957283e+02,8.476532170115279996e+02,8.476532170115279996e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.199202212227559983e+01
9.384014606475830078e-01,8.332209472131219172e+02,8.646854714889582283e+02,8.474464846220246272e+02,8.474464846220246272e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.235058349955095736e+01
9.585349559783935547e-01,8.331666584247948322e+02,8.648537769055969875e+02,8.472234898353411836e+02,8.472234898353411836e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.254820461775507923e+01
9.781455993652343750e-01,8.330844300614551230e+02,8.650605957494335598e+02,8.469925760937003361e+02,8.469925760937003361e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.280109340216430169e+01
9.980869293212890625e-01,8.329736782881525414e+02,8.652171310729559082e+02,8.467433270400490528e+02,8.467433270400490528e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.304093449052903964e+01
1.018171787261962891e+00,8.329285079345181657e+02,8.654237174250313274e+02,8.464769750288635350e+02,8.464769750288635350e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.329248823190217621e+01
1.038083076477050781e+00,8.328385617014539548e+02,8.656022960426680584e+02,8.461971621730247080e+02,8.461971621730247080e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.355868050332679076e+01
1.058079719543457031e+00,8.326958315097800778e+02,8.658664436511346594e+02,8.458997447601636850e+02,8.458997447601636850e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.393767719989467579e+01
1.078191995620727539e+00,8.326017915984565434e+02,8.660645527827105070e+02,8.455833969404350228e+02,8.455833969404350228e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.424870763340717517e+01
1.098120450973510742e+00,8.326497064882456698e+02,8.662166134116225749e+02,8.452522847477932828e+02,8.452522847477932828e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.446074518719894897e+01
1.117990493774414062e+00,8.326159454850610473e+02,8.663814423593948959e+02,8.449040108453189077e+02,8.449040108453189077e+02,1.181372508276877324e-05,-6.154950768122531037e-03,2.474422386618326541e+01
