1.000857353210449219e-02,3.145000000000000018e-01,3.145000000000000018e-01,3.144964368861336568e-01,3.144964368861336568e-01,-1.093750000000000104e-02,-6.103515625000000339e-06,1.361892960564562056e-02,-3.531241347747639259e-02,-2.640926669975574015e-02,-3.041465219179276432e-03,-2.274635410648710027e-03,-2.088077366352081299e-03,-1.635992899537086487e-02,2.945076064267430738e+00,7.785401503192346251e-01,2.851624313810679823e+00,5.661879550063774191e-01
2.343881130218505859e-01,3.145000000000000018e-01,3.145000000000000018e-01,3.125876505556683393e-01,3.125876505556683393e-01,-9.375000000000001388e-03,-3.179931640625000087e-03,7.309379784244582012e+00,7.583318991589207796e-03,-3.960251769761104906e-02,-4.905853647945267702e-03,-7.568413969403526599e-03,-7.255026698112487793e-01,-1.109079360961914062e+00,2.677206830182347730e+00,5.286860624896447813e-01,2.856077446970756384e+00,5.606386520148292085e-01
2.463812828063964844e-01,3.145000000000000018e-01,3.145000000000000018e-01,3.123917167670473560e-01,3.123917167670473560e-01,-9.375000000000001388e-03,-1.593017578125000087e-03,8.058277679366092627e+00,2.240796817005090945e-03,-3.670920118439407326e-02,-3.214616285754200685e-03,-1.283741953339589785e-02,-6.677895784378051758e-01,-7.724191546440124512e-01,2.665547565617833570e+00,5.221271673785607970e-01,2.855555316756241524e+00,5.613899530644583802e-01
2.663950920104980469e-01,3.007782250763299525e-01,3.030281251415121724e-01,3.120451815857852029e-01,3.120451815857852029e-01,-9.375000000000001388e-03,-1.593017578125000087e-03,3.900250183067228704e+01,1.858864977096738591e-03,-3.655150075960124367e-02,-2.307760513071264574e-03,-1.693599939846129540e-02,1.435533463954925537e-01,1.466601967811584473e+00,2.671289638676915601e+00,5.489492575274865782e-01,2.855535318251477772e+00,5.610764643014559683e-01
2.864863872528076172e-01,2.978690924544692420e-01,3.012908091109618436e-01,3.116732484288650129e-01,3.116732484288650129e-01,-9.375000000000001388e-03,-1.593017578125000087e-03,4.668325486246229161e+01,-1.189262377193633924e-04,-3.584184572586799483e-02,-1.760363495276051540e-03,-2.025385076156216782e-02,1.883156180381774902e+00,1.180605769157409668e+00,2.711352423825536206e+00,5.748129049884240782e-01,2.855332351421060011e+00,5.609854204520099419e-01
3.071243762969970703e-01,2.936878559747848616e-01,2.981646284971904426e-01,3.112668139849488758e-01,3.112668139849488758e-01,-9.375000000000001388e-03,-1.593017578125000087e-03,5.925561059501955441e+01,-3.457447518421729801e-03,-3.460562452986521570e-02,-1.765156362300184141e-03,-2.283256901678941755e-02,3.204794406890869141e+00,1.020657062530517578e+00,2.771758035817418531e+00,5.931282202350061095e-01,2.854956520957677046e+00,5.611123262882660168e-01
3.261098861694335938e-01,2.893652542980842401e-01,2.946874374924112194e-01,3.108717661735022064e-01,3.108717661735022064e-01,-9.375000000000001388e-03,-1.593017578125000087e-03,7.274551878517443981e+01,-6.776557000883288995e-03,-3.322827957846370001e-02,-2.342546674256533890e-03,-2.474196926244185205e-02,3.532466411590576172e+00,4.431683421134948730e-01,2.840511039891515210e+00,6.000533262835900938e-01,2.854548812584469797e+00,5.613083750015896989e-01
3.462042808532714844e-01,2.859016472568578493e-01,2.913791491415128609e-01,3.104322860137154194e-01,3.104322860137154194e-01,-9.375000000000001388e-03,-1.593017578125000087e-03,8.394815012900949114e+01,-9.447316258949785966e-03,-3.194474385318564480e-02,-3.336384090507597041e-03,-2.609327327611722647e-02,2.556414604187011719e+00,-4.506723955273628235e-02,2.888202981152806714e+00,5.993423620807092345e-01,2.854179997845720518e+00,5.614810218389653107e-01
3.654673099517822266e-01,2.838809538182812120e-01,2.890153634278123662e-01,3.099910821830653695e-01,3.099910821830653695e-01,-9.375000000000001388e-03,-1.593017578125000087e-03,9.051914150205280407e+01,-1.058927373624736490e-02,-3.132203326226914303e-02,-4.487412730027493836e-03,-2.704761574551590303e-02,6.622523069381713867e-01,-1.814811080694198608e-01,2.898829654851232007e+00,5.966739813434045470e-01,2.853955486486859261e+00,5.614024515598573517e-01
3.864860534667968750e-01,2.823125246166264257e-01,2.877427577914607459e-01,3.094882913352547948e-01,3.094882913352547948e-01,-6.250000000000000347e-03,-3.179931640625000087e-03,9.406766466639595592e+01,1.966732407151837100e-03,-2.705396465209716772e-02,-4.457070427531930473e-03,-2.741631901175701699e-02,-1.144346237182617188e+00,-4.657268524169921875e-02,2.874618248143468335e+00,5.963673750506799376e-01,2.855256382068223076e+00,5.627887117417863516e-01
