1.000571250915527344e-02,8.500000000000000000e+02,4.501420464135908901e+02,8.500000000000000000e+02,4.510000000000000000e+02,8.579535864091099029e-01
2.213881015777587891e-01,8.500000000000000000e+02,4.530921043725926438e+02,8.490000000000000000e+02,4.780000000000000000e+02,2.492796150080905804e+01
2.313940525054931641e-01,8.500000000000000000e+02,4.532318564387384754e+02,8.490000000000000000e+02,4.790000000000000000e+02,2.578754006480230032e+01
2.414011955261230469e-01,8.500000000000000000e+02,4.533716251547206184e+02,8.490000000000000000e+02,4.800000000000000000e+02,2.664714519232234125e+01
2.514088153839111328e-01,8.500000000000000000e+02,4.535114005306372746e+02,8.490000000000000000e+02,4.820000000000000000e+02,2.850614494676146293e+01
2.614157199859619141e-01,8.500000000000000000e+02,4.536511659166521895e+02,8.490000000000000000e+02,4.830000000000000000e+02,2.936586559343821179e+01
2.714228630065917969e-01,8.500000000000000000e+02,4.537909346326343325e+02,8.490000000000000000e+02,4.840000000000000000e+02,3.022561215872677209e+01
2.814297676086425781e-01,8.500000000000000000e+02,4.539307000186492473e+02,8.480000000000000000e+02,4.850000000000000000e+02,3.113360565901678356e+01
2.914371490478515625e-01,8.500000000000000000e+02,4.540704720645986754e+02,8.480000000000000000e+02,4.870000000000000000e+02,3.299020779031827288e+01
3.014445304870605469e-01,8.500000000000000000e+02,4.542102441105481034e+02,8.480000000000000000e+02,4.880000000000000000e+02,3.384889367569860497e+01
3.114511966705322266e-01,8.500000000000000000e+02,4.543500061665957332e+02,8.480000000000000000e+02,4.890000000000000000e+02,3.470766590617919434e+01
3.214585781097412109e-01,8.500000000000000000e+02,4.544897782125451613e+02,8.480000000000000000e+02,4.900000000000000000e+02,3.556649900389736274e+01
3.314654827117919922e-01,8.500000000000000000e+02,4.546295435985600761e+02,8.480000000000000000e+02,4.920000000000000000e+02,3.742393634630010979e+01
3.414728641510009766e-01,8.500000000000000000e+02,4.547693156445095042e+02,8.480000000000000000e+02,4.930000000000000000e+02,3.828296261118182997e+01
3.514800071716308594e-01,8.500000000000000000e+02,4.549090843604916472e+02,8.480000000000000000e+02,4.940000000000000000e+02,3.914204498407254107e+01
3.614869117736816406e-01,8.500000000000000000e+02,4.550488497465065620e+02,8.470000000000000000e+02,4.950000000000000000e+02,4.006362947334163493e+01
3.714942932128906250e-01,8.500000000000000000e+02,4.551886217924559901e+02,8.470000000000000000e+02,4.970000000000000000e+02,4.191886624915189685e+01
3.815009593963623047e-01,8.500000000000000000e+02,4.553283838485036199e+02,8.470000000000000000e+02,4.980000000000000000e+02,4.277694267921267368e+01
3.915081024169921875e-01,8.500000000000000000e+02,4.554681525644857629e+02,8.470000000000000000e+02,4.990000000000000000e+02,4.363509758381304948e+01
4.015150070190429688e-01,8.500000000000000000e+02,4.556079179505006778e+02,8.470000000000000000e+02,5.000000000000000000e+02,4.449333600315310377e+01
4.115223884582519531e-01,8.500000000000000000e+02,4.557476899964501058e+02,8.470000000000000000e+02,5.020000000000000000e+02,4.634950032809934584e+01
4.215295314788818359e-01,8.499901755103537653e+02,4.558974367097291633e+02,8.460000000000000000e+02,5.030000000000000000e+02,4.727127001802888628e+01
4.315366744995117188e-01,8.499803510207075306e+02,4.560471834230082209e+02,8.460000000000000000e+02,5.040000000000000000e+02,4.811772866537514659e+01
4.415440559387207031e-01,8.499705262969944215e+02,4.561969337039787433e+02,8.460000000000000000e+02,5.050000000000000000e+02,4.896431720109011820e+01
4.515511989593505859e-01,8.499607018073481868e+02,4.563466804172578009e+02,8.460000000000000000e+02,5.070000000000000000e+02,5.080793189609418903e+01
4.615578651428222656e-01,8.499508777858358144e+02,4.564964199951539854e+02,8.460000000000000000e+02,5.080000000000000000e+02,5.165489510776481552e+01
4.715652465820312500e-01,8.499410530621227053e+02,4.566461702761245078e+02,8.460000000000000000e+02,5.090000000000000000e+02,5.250195602065713274e+01
