1.007485389709472656e-02,2.028361700504391074e-01,2.025936072186174663e-01,2.026568395995293481e-01,2.026568395995293481e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.139240508253060113e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.013226225972175598e-02,-1.103628333657979965e-02,2.068218098082814649e+00,1.775512854205530400e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.821283340454101562e-01,2.051227421314810173e-01,2.043309086446166711e-01,1.973698124204699977e-01,1.973698124204699977e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.816065511163286317e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.933887228369712830e-02,-7.081832736730575562e-03,2.066258446374211744e+00,1.896119276629846806e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.982425689697265625e-01,2.051506109744076489e-01,2.043249966854404354e-01,1.971170940214566625e-01,1.971170940214566625e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.917057157096155606e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.518915385007858276e-02,-1.886746436357498169e-01,2.066264198222432569e+00,1.866045157061975712e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.272728919982910156e-01,2.043658011336235703e-01,2.035010971680497882e-01,1.967168464735185862e-01,1.967168464735185862e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.763274817928934723e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.538547828793525696e-02,-1.717919707298278809e-01,2.066297576823506787e+00,1.816449324237268681e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.563845157623291016e-01,2.035425855508418702e-01,2.026319376669184769e-01,1.963919501780415633e-01,1.963919501780415633e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.564992023961548639e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.695123314857482910e-02,1.324882358312606812e-02,2.066320375600133374e+00,1.811518828021448368e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.865408897399902344e-01,2.037018347931992546e-01,2.027742498370125046e-01,1.961409790882379933e-01,1.961409790882379933e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.718424808922840441e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.117300987243652344e-02,7.223878055810928345e-03,2.066171781220708326e+00,1.820302168475549931e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.167964458465576172e-01,2.037674612680379638e-01,2.028444103985795610e-01,1.959788600126228519e-01,1.959788600126228519e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.806104318735032166e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.548145897686481476e-03,9.033036418259143829e-03,2.066318110623631910e+00,1.820364157306116337e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.482634067535400391e-01,2.037704485551742328e-01,2.028293273698768828e-01,1.959039345113047226e-01,1.959039345113047226e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.832596310608350620e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.707762062549591064e-02,3.870363347232341766e-03,2.066212193169866040e+00,1.820140043841760868e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.775016307830810547e-01,2.037584137429008235e-01,2.028533589887866195e-01,1.959164383151988931e-01,1.959164383151988931e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.829685162409169763e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.403582610189914703e-03,1.393629889935255051e-02,2.066269622245107129e+00,1.819253126727503056e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.066428184509277344e-01,2.037524314544298942e-01,2.028591074147937379e-01,1.960002259683792103e-01,1.960002259683792103e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.797538109414212570e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.997511118650436401e-03,2.032356150448322296e-02,2.066339359679494336e+00,1.818394819842737431e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.368809700012207031e-01,2.037592614300774985e-01,2.028420865642421578e-01,1.961526332107409731e-01,1.961526332107409731e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.737740173758650286e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.203916415572166443e-03,1.986211724579334259e-02,2.066280529895101026e+00,1.819129149066370243e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.676274299621582031e-01,2.037482219994863897e-01,2.028367939201988213e-01,1.963633812937082557e-01,1.963633812937082557e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.654171617401240724e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.140483260154724121e-02,-3.579352051019668579e-04,2.066440687575612500e+00,1.818561712848108525e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.971260070800781250e-01,2.037382010651968001e-01,2.028627471348876110e-01,1.966045549597206510e-01,1.966045549597206510e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.564776236037364754e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.201481185853481293e-02,2.273811586201190948e-02,2.066482172408376172e+00,1.818156401263635868e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.270370483398437500e-01,2.037401167358093845e-01,2.028571002444509719e-01,1.968723786132072495e-01,1.968723786132072495e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.462023016866842795e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.852164208889007568e-03,-6.431411951780319214e-03,2.066437468924794629e+00,1.817355314837854618e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.581246852874755859e-01,2.037082856078151760e-01,2.028317763604159107e-01,1.971579128160396432e-01,1.971579128160396432e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.342170820266973763e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.850588619709014893e-02,2.188605070114135742e-02,2.066363529362950757e+00,1.817937056170862431e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.874065399169921875e-01,2.037098722669498374e-01,2.028553349248894133e-01,1.974164285332785373e-01,1.974164285332785373e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.248108315499305832e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.288067437708377838e-03,9.782671928405761719e-03,2.066378400721822217e+00,1.816587607013147587e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.172691822052001953e-01,2.036886003565354375e-01,2.028101540134502057e-01,1.976526227274615077e-01,1.976526227274615077e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.145768167880044786e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.551613867282867432e-03,-1.585974171757698059e-02,2.066371367373738721e+00,1.816673437701624150e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.465448379516601562e-01,2.036925680019364693e-01,2.028114275907885733e-01,1.978411968478088756e-01,1.978411968478088756e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.074960075510150048e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.164363652467727661e-02,2.528222277760505676e-03,2.066466257968221143e+00,1.816811720477503056e-01,2.068213895955357984e+00,1.775279203998010868e-01,0.000000000000000000e+00,0.000000000000000000e+00
