1.098656654357910156e-02,3.145000000000000018e-01,3.145000000000000018e-01,3.144999999097127241e-01,3.144999999097127241e-01,0.000000000000000000e+00,-1.208836712676577527e-04,3.450959723692061368e-07,5.180647389734800018e-04,-3.678925667434311910e-04,1.238471181495960454e-04,-8.794737559269448198e-05
2.310347557067871094e-01,3.145000000000000018e-01,3.145000000000000018e-01,3.144999388340819491e-01,3.144999388340819491e-01,0.000000000000000000e+00,-1.496213956849722917e-04,2.337882995484481309e-04,5.967054947229133519e-04,-4.364808613283185056e-04,3.311278987468392826e-04,-2.381897431876666869e-04
2.410407066345214844e-01,3.145000000000000018e-01,3.145000000000000018e-01,3.144999322532102681e-01,3.144999322532102681e-01,0.000000000000000000e+00,-1.509281469987998673e-04,2.589416994850619945e-04,5.982863152817465219e-04,-4.387813814260487985e-04,4.584822908151433619e-04,-3.335455474738170732e-04
2.550513744354248047e-01,3.145000000000000018e-01,3.145000000000000018e-01,3.144999222983628218e-01,3.144999222983628218e-01,0.000000000000000000e+00,-1.527579039792868537e-04,2.969911056114682229e-04,6.089197523715988080e-04,-4.453344307550492266e-04,5.278666146404560350e-04,-3.854268738305435880e-04
2.753226757049560547e-01,3.141625241040943983e-01,3.147266191257362955e-01,3.144999062906411180e-01,3.144999062906411180e-01,0.000000000000000000e+00,-1.554052834995613174e-04,1.098592796013716733e+00,6.243892457479729031e-04,-4.550609369795520758e-04,5.703173849195593151e-04,-4.163947338673483988e-04
2.952039241790771484e-01,3.138247009759966843e-01,3.149527203035066281e-01,3.144998886384327563e-01,3.144998886384327563e-01,0.000000000000000000e+00,-1.580017231335075357e-04,2.197240610284725282e+00,6.393404933972980219e-04,-4.648563217604040018e-04,5.997441265223309517e-04,-4.372232616843979309e-04
3.152222633361816406e-01,3.134865314106375922e-01,3.151783030012729192e-01,3.144998687863058140e-01,3.144998687863058140e-01,0.000000000000000000e+00,-1.606160664561082031e-04,3.295885409907118646e+00,6.527078172046284947e-04,-4.739068621547342817e-04,6.218712768992160902e-04,-4.525986239865175862e-04
3.363447189331054688e-01,3.131480162037624249e-01,3.154033666882173903e-01,3.144998454369287710e-01,3.144998454369287710e-01,0.000000000000000000e+00,-1.633746045302895543e-04,4.394525553107151872e+00,6.647974415317742074e-04,-4.823667873776038410e-04,6.395047843477015288e-04,-4.648088067353091835e-04
3.554627895355224609e-01,3.128091561519305008e-01,3.156279108347435081e-01,3.144998220497583485e-01,3.144998220497583485e-01,0.000000000000000000e+00,-1.658713751079175173e-04,5.493162949373141757e+00,6.747727831910648680e-04,-4.895075448083841983e-04,6.539822466376622257e-04,-4.749105805903032561e-04
3.753004074096679688e-01,3.128091561519305008e-01,3.156279108347435081e-01,3.144997953885336761e-01,3.144997953885336761e-01,0.000000000000000000e+00,-1.684621166983441855e-04,5.493143005181888583e+00,6.849057324571413558e-04,-4.970269258149419842e-04,6.663448572478643033e-04,-4.836871624152399001e-04
3.954493999481201172e-01,3.128091561519305008e-01,3.156279108347435081e-01,3.144997656762252847e-01,3.144997656762252847e-01,0.000000000000000000e+00,-1.710935230146538400e-04,5.493120780739459974e+00,6.954963184662522674e-04,-5.048190010484400816e-04,6.777508359262409549e-04,-4.919278478906379849e-04
4.153625965118408203e-01,3.124699520525119345e-01,3.158519349124771503e-01,3.144997335642859548e-01,3.144997335642859548e-01,0.000000000000000000e+00,-1.736941349864777595e-04,6.591748096117613365e+00,7.060641017224089872e-04,-5.125102527000399135e-04,6.887615124264713463e-04,-4.999299437226491574e-04
4.352705478668212891e-01,3.124699520525119345e-01,3.158519349124771503e-01,3.144996985874889961e-01,3.144996985874889961e-01,0.000000000000000000e+00,-1.762940619476054008e-04,6.591721834884504361e+00,7.166597798791037033e-04,-5.201769119166147187e-04,6.995671037456087892e-04,-5.077775414619320948e-04
4.553236961364746094e-01,3.124699520525119345e-01,3.158519349124771503e-01,3.144996603032530480e-01,3.144996603032530480e-01,0.000000000000000000e+00,-1.789129512502818159e-04,6.591693093352488653e+00,7.272987471893500259e-04,-5.278699837919128808e-04,7.102826811339810458e-04,-5.155449440163120027e-04
4.761624336242675781e-01,3.124699520525119345e-01,3.158519349124771503e-01,3.144996171100719606e-01,3.144996171100719606e-01,0.000000000000000000e+00,-1.816344364731608532e-04,6.591660670225291341e+00,7.383849902058334767e-04,-5.359093395940577303e-04,7.210685546257200812e-04,-5.233595896732840935e-04
4.952931404113769531e-01,3.124699520525119345e-01,3.158519349124771503e-01,3.144995742501607294e-01,3.144995742501607294e-01,0.000000000000000000e+00,-1.841328573038300770e-04,6.591628501197936529e+00,7.485309407672464032e-04,-5.433057285987614050e-04,7.317732554230531664e-04,-5.311279666396303721e-04
