1.098227500915527344e-02,3.144796353659854993e-01,1.665115202222122726e-01,3.144964764992950745e-01,1.675212461963631605e-01,6.103515625000000339e-06,-7.940673828124999653e-03,2.729368676478288513e+00,5.555458534672581133e-02,3.391376717268914601e-03,5.555458534672581133e-02,3.391376717268914601e-03,2.191502228379249573e-02,-1.158984377980232239e-03,1.868767456212315992e+00,9.805417219745080626e-01,1.869316117729311610e+00,9.805312898859678272e-01
2.451400756835937500e-01,3.144461573154453959e-01,1.664857629497476510e-01,3.127478902060934485e-01,1.892058276719091325e-01,6.103515625000000339e-06,-7.940673828124999653e-03,6.157688348437866921e+01,5.554673174188094753e-02,3.390509488013344029e-03,5.554673174188094753e-02,3.390509488013344029e-03,1.381092704832553864e-02,1.605399698019027710e-02,1.868729756274495557e+00,9.803924719439904845e-01,1.869871585046730456e+00,9.805651949808479317e-01
2.641534805297851562e-01,3.144440907624189707e-01,1.664974060622332053e-01,3.124662060669797792e-01,1.909513125703303504e-01,6.103515625000000339e-06,-7.940673828124999653e-03,6.630747001510687255e+01,5.554210530524571893e-02,3.393621542623518478e-03,5.554210530524571893e-02,3.393621542623518478e-03,1.129988580942153931e-03,1.026133075356483459e-03,1.868802146115575269e+00,9.804015318499963438e-01,1.870427006099782963e+00,9.805991311962741763e-01
2.932190895080566406e-01,3.144325140615847336e-01,1.664925354151356174e-01,3.119953492890546465e-01,1.936127891456411454e-01,6.103515625000000339e-06,-7.940673828124999653e-03,7.359335561559238670e+01,5.553986142626485267e-02,3.392189186289402188e-03,5.553986142626485267e-02,3.392189186289402188e-03,-1.217528525739908218e-02,1.283272262662649155e-02,1.868775145211492017e+00,9.804430166827600157e-01,1.870982404714045533e+00,9.806330530881370855e-01
3.234562873840332031e-01,3.144423454712765853e-01,1.665095711879539808e-01,3.114540182361780207e-01,1.963719366159236146e-01,6.103515625000000339e-06,-7.940673828124999653e-03,8.111219982193462386e+01,5.555244608738751227e-02,3.387771393301279924e-03,5.555244608738751227e-02,3.387771393301279924e-03,2.815166488289833069e-02,1.578373089432716370e-02,1.868970529237065747e+00,9.803557554828088438e-01,1.871537929174919457e+00,9.806669308020701248e-01
3.533637523651123047e-01,3.144460186546027547e-01,1.665184762996183843e-01,3.108671232007526597e-01,1.990903933504754586e-01,6.103515625000000339e-06,-7.940673828124999653e-03,8.856201572045267767e+01,5.555173034188445880e-02,3.386053469706296407e-03,5.555173034188445880e-02,3.386053469706296407e-03,-8.209233172237873077e-03,2.320422977209091187e-02,1.869053200879369214e+00,9.803996245013635313e-01,1.872093446478338308e+00,9.807007913367672414e-01
3.837413787841796875e-01,3.144249286772806684e-01,1.665409998920636958e-01,3.102188176433051114e-01,2.018397998750758593e-01,6.103515625000000339e-06,-7.940673828124999653e-03,9.607705736322566281e+01,5.554864785383172715e-02,3.379688281685304906e-03,5.554864785383172715e-02,3.379688281685304906e-03,3.667972981929779053e-02,-8.150925859808921814e-04,1.869154528775487378e+00,9.804759184466760313e-01,1.872648932956876733e+00,9.807345882195841469e-01
4.138481616973876953e-01,3.144333993384047510e-01,1.665634742144403713e-01,3.095246335235459223e-01,2.045519934491662473e-01,6.103515625000000339e-06,-7.940673828124999653e-03,1.035252824963089324e+02,5.555809267122513440e-02,3.371555636911345750e-03,5.555809267122513440e-02,3.371555636911345750e-03,4.363918304443359375e-02,2.055950462818145752e-02,1.869406894841466382e+00,9.803838888751428282e-01,1.873204513883588884e+00,9.807683037759532541e-01
4.439806938171386719e-01,3.144265343136792290e-01,1.665989136985651931e-01,3.087786117376558614e-01,2.072528728067774273e-01,6.103515625000000339e-06,-7.940673828124999653e-03,1.109308321863733795e+02,5.555170767392568487e-02,3.363660413310490954e-03,5.555170767392568487e-02,3.363660413310490954e-03,2.654360234737396240e-02,-1.579962298274040222e-02,1.869816259541783765e+00,9.804592291461389220e-01,1.873760030960328171e+00,9.808019403800863900e-01
4.741680622100830078e-01,3.144378265431588271e-01,1.666664564281794547e-01,3.079800946596227829e-01,2.099440193249218212e-01,6.103515625000000339e-06,-7.940673828124999653e-03,1.182613808903337684e+02,5.555110694289425860e-02,3.353811538359759495e-03,5.555110694289425860e-02,3.353811538359759495e-03,8.688837289810180664e-03,-2.142794802784919739e-02,1.870248035588536695e+00,9.803352514850061095e-01,1.874315542029757031e+00,9.808354784954700367e-01
