1.002883911132812500e-02,8.499585066776724034e+02,8.500422226971340933e+02,8.499999997965261400e+02,8.499999997965261400e+02,5.919841423517540474e-02
2.231621742248535156e-01,8.490766887449632350e+02,8.509395413356916151e+02,8.499998401361740434e+02,8.499998401361740434e+02,1.317287681362432794e+00
2.331860065460205078e-01,8.490352161377309130e+02,8.509817429535979727e+02,8.499998220516494030e+02,8.499998220516494030e+02,1.376456765339913568e+00
2.431929111480712891e-01,8.489938135672493900e+02,8.510238733036387657e+02,8.499998027228632509e+02,8.499998027228632509e+02,1.435525943904389701e+00
2.531986236572265625e-01,8.489524159289334193e+02,8.510659986348157418e+02,8.499997820763926484e+02,8.499997820763926484e+02,1.494588102555072906e+00
2.642087936401367188e-01,8.489068624479261871e+02,8.511123528606062791e+02,8.499997577755710836e+02,8.499997577755710836e+02,1.559579437038241867e+00
2.742137908935546875e-01,8.488654677689095251e+02,8.511544751804650559e+02,8.499997342040323929e+02,8.499997342040323929e+02,1.618637411064936193e+00
2.842221260070800781e-01,8.488240592798293846e+02,8.511966115531423611e+02,8.499997091555646875e+02,8.499997091555646875e+02,1.677715106817488477e+00
2.942283153533935547e-01,8.487826596686471703e+02,8.512387388918648412e+02,8.499996825941964289e+02,8.499996825941964289e+02,1.736780155950726323e+00
3.042349815368652344e-01,8.487412580845987122e+02,8.512808682381328254e+02,8.499996544631889037e+02,8.499996544631889037e+02,1.795848039995300516e+00
3.142421245574951172e-01,8.486998545276841242e+02,8.513229995919463136e+02,8.499996247114358994e+02,8.499996247114358994e+02,1.854918759659321736e+00
3.242492675781250000e-01,8.486584509707695361e+02,8.513651309457598018e+02,8.499995932886314449e+02,8.499995932886314449e+02,1.913989500962744339e+00
3.342583179473876953e-01,8.485963337982002486e+02,8.514072703297553062e+02,8.499995601359594275e+02,8.499995601359594275e+02,1.987634811704068527e+00
3.442652225494384766e-01,8.485342299424779640e+02,8.514494006797960992e+02,8.499995252138464821e+02,8.499995252138464821e+02,2.061365833387552193e+00
3.542704582214355469e-01,8.484721364443033735e+02,8.514915240034275712e+02,8.499994884678840208e+02,8.499994884678840208e+02,2.135175459595915370e+00
3.652617931365966797e-01,8.484039231151159584e+02,8.515377989311705278e+02,8.499994459265503792e+02,8.499994459265503792e+02,2.216353538727844352e+00
3.752689361572265625e-01,8.483418177797440194e+02,8.515799302849840160e+02,8.499994051553163672e+02,8.499994051553163672e+02,2.290339623978889794e+00
3.852760791778564453e-01,8.482797124443720804e+02,8.516220616387975042e+02,8.499993623826646854e+02,8.499993623826646854e+02,2.364391842762904705e+00
3.952832221984863281e-01,8.482176071090001415e+02,8.516641929926109924e+02,8.499993175518573025e+02,8.499993175518573025e+02,2.438504118391243480e+00
4.052903652191162109e-01,8.481555017736282025e+02,8.517063243464244806e+02,8.499992706054333667e+02,8.499992706054333667e+02,2.512671084676212807e+00
4.152972698211669922e-01,8.480933979179059179e+02,8.517484546964652736e+02,8.499992214864062134e+02,8.499992214864062134e+02,2.586886216559345364e+00
4.253048896789550781e-01,8.480312896232346702e+02,8.517905880578242659e+02,8.499991701310291319e+02,8.499991701310291319e+02,2.661152359674350709e+00
4.353120326995849609e-01,8.479691842878627313e+02,8.518327194116377541e+02,8.499991164857093509e+02,8.499991164857093509e+02,2.735456893798110745e+00
4.453189373016357422e-01,8.479070804321404466e+02,8.518748497616785471e+02,8.499990604890645045e+02,8.499990604890645045e+02,2.809798205178069885e+00
4.553263187408447266e-01,8.478449736171188533e+02,8.519169821192648442e+02,8.499990020759328218e+02,8.499990020759328218e+02,2.884178574221850422e+00
4.653332233428955078e-01,8.477828697613965687e+02,8.519591124693056372e+02,8.499989411900860432e+02,8.499989411900860432e+02,2.958588180354134511e+00
4.753403663635253906e-01,8.477207644260246298e+02,8.520012438231191254e+02,8.499988777647424740e+02,8.499988777647424740e+02,3.033029873869199200e+00
4.853641986846923828e-01,8.476585555151762037e+02,8.520434454410254830e+02,8.499988116257570709e+02,8.499988116257570709e+02,3.107623867466934975e+00
4.953720569610595703e-01,8.475964457408553017e+02,8.520855798061572841e+02,8.499987429243069528e+02,8.499987429243069528e+02,3.182125064963749583e+00
5.063798427581787109e-01,8.475281303158410537e+02,8.521319239942203012e+02,8.499986642027715789e+02,8.499986642027715789e+02,3.264097888281522586e+00
5.163855552673339844e-01,8.474660338583671546e+02,8.521740493253972772e+02,8.499985897082575548e+02,8.499985897082575548e+02,3.338632007068133678e+00
